29,28,48,44,23,34, negative
42,24,48,57,27,37, negative
25,48,48,44,17,29, negative
22,43,48,48,16,28, negative
44,27,48,55,52,58, negative
4,45,48,38,22,0, negative
36,39,48,48,22,23, negative
56,51,48,34,37,46, negative
24,35,48,31,19,31, negative
29,52,48,42,29,39, negative
65,47,48,59,3,4, negative
61,45,48,48,35,41, negative
44,35,48,55,55,61, negative
43,4,48,39,28,39, negative
29,3,48,45,3,17, negative
22,36,48,35,39,47, negative
44,34,48,3,33,43, negative
18,3,48,46,24,35, negative
24,43,48,37,28,38, negative
34,46,48,52,35,44, negative
3,45,48,36,21,32, negative
51,46,48,58,31,41, negative
24,57,48,63,34,43, negative
38,26,48,54,16,28, negative
24,34,48,38,3,4, negative
38,3,48,43,29,39, negative
29,28,48,5,42,5, negative
17,39,48,53,3,39, negative
23,34,48,43,26,37, negative
27,3,48,71,28,39, negative
17,52,48,49,37,46, negative
4,41,48,55,22,33, negative
22,34,48,42,29,39, negative
44,35,48,44,52,59, negative
16,43,48,54,27,37, negative
44,52,48,43,47,54, negative
29,47,48,71,65,69, negative
55,47,48,57,78,8, negative
48,45,48,6,78,8, negative
47,55,48,58,71,75, negative
45,4,48,61,74,77, negative
34,51,48,67,9,9, negative
59,56,48,55,8,82, negative
37,47,48,39,76,79, negative
31,44,48,5,79,82, negative
68,51,48,71,75,78, negative
46,59,48,36,76,23, negative
36,45,48,38,79,17, negative
72,42,48,65,77,79, negative
63,42,48,48,77,8, negative
63,51,48,64,72,76, negative
67,55,1,66,58,16, negative
67,88,48,73,5,25, positive
61,75,48,51,33,33, positive
67,84,48,74,54,37, positive
74,9,48,57,53,29, positive
