21,34,48,5,51,28,39, negative
41,57,48,5,39,21,32, negative
31,23,48,5,73,5,14, negative
25,4,48,5,47,33,42, negative
4,29,48,5,42,35,44, negative
32,42,48,5,35,28,38, negative
47,47,48,5,22,16,26, negative
42,38,48,5,54,34,43, negative
18,3,48,5,46,24,35, negative
47,29,48,5,51,33,43, negative
44,51,48,5,47,26,36, negative
42,3,48,5,48,26,36, negative
34,55,48,5,58,31,41, negative
5,49,48,5,49,46,53, negative
5,51,48,5,27,23,34, negative
4,42,48,5,37,27,27, negative
33,47,48,5,53,18,29, negative
44,49,48,5,39,38,4, negative
49,43,48,5,49,3,4, negative
32,33,48,5,6,6,2, negative
38,44,48,5,43,2,31, negative
51,49,48,5,53,14,26, negative
3,44,48,5,49,22,33, negative
27,3,48,5,71,28,39, negative
17,52,48,5,49,37,46, negative
36,42,48,5,53,32,41, negative
26,4,48,5,36,26,37, negative
7,39,1,5,51,82,84, negative
67,37,48,5,54,64,68, negative
76,71,48,5,5,71,75, negative
77,55,48,5,51,78,74, negative
86,39,48,5,59,89,9, negative
47,46,48,5,62,74,77, negative
64,45,48,5,67,61,66, negative
81,52,48,5,57,78,8, negative
57,38,48,5,6,49,33, negative
75,76,48,5,83,57,3, positive
74,78,48,5,75,54,15, positive
52,81,48,5,72,38,38, positive
69,59,48,5,77,39,21, positive
