59,49,48,5,52,45,36, negative
29,28,48,5,44,23,34, negative
21,34,48,5,51,28,39, negative
22,43,48,5,48,16,28, negative
3,16,48,5,56,11,23, negative
29,37,48,5,48,44,52, negative
24,35,48,5,31,19,31, negative
36,54,48,5,41,38,46, negative
4,5,48,5,45,39,47, negative
54,47,48,5,28,33,42, negative
51,37,48,5,35,36,45, negative
4,35,48,5,45,33,42, negative
44,34,48,5,3,33,43, negative
42,38,48,5,54,34,43, negative
25,37,48,5,41,33,42, negative
37,5,48,5,42,36,45, negative
44,42,48,5,42,25,2, negative
42,3,48,5,48,26,36, negative
31,47,48,5,29,28,39, negative
35,37,48,5,3,34,43, negative
51,46,48,5,58,31,41, negative
38,4,48,5,63,25,35, negative
32,33,48,5,6,6,2, negative
34,35,48,5,51,49,56, negative
38,44,48,5,43,2,31, negative
41,51,48,5,58,2,31, negative
51,49,48,5,53,14,26, negative
23,34,48,5,43,26,37, negative
0,38,48,5,42,48,55, negative
3,44,48,5,49,22,33, negative
22,34,48,5,42,29,39, negative
27,42,48,5,37,38,43, negative
16,43,48,5,54,27,37, negative
67,7,48,5,46,45,33, negative
63,1,48,5,35,51,49, negative
57,59,48,5,39,47,33, negative
66,74,48,5,31,38,43, negative
7,64,48,5,47,51,47, negative
63,57,48,5,49,7,2, negative
69,65,48,5,63,48,41, negative
67,88,48,5,73,5,25, positive
74,78,48,5,75,54,15, positive
68,76,48,5,84,45,27, positive
56,68,48,5,77,36,45, positive
69,59,48,5,77,39,21, positive
