56,4,48,5,49,37,46, negative
42,4,48,5,56,18,3, negative
44,27,48,5,55,52,58, negative
31,23,48,5,73,5,14, negative
34,33,48,5,38,35,44, negative
4,29,48,5,42,35,44, negative
3,37,48,5,59,41,49, negative
4,5,48,5,45,39,47, negative
28,38,48,5,5,33,42, negative
17,38,48,5,45,42,5, negative
47,47,48,5,22,16,26, negative
35,48,48,5,56,4,48, negative
44,51,48,5,47,26,36, negative
44,42,48,5,42,25,2, negative
42,3,48,5,48,26,36, negative
52,44,48,5,37,36,42, negative
5,51,48,5,27,23,34, negative
31,47,48,5,29,28,39, negative
57,54,48,5,37,28,33, negative
65,55,48,5,34,37,28, negative
24,34,48,5,38,3,4, negative
44,49,48,5,39,38,4, negative
43,32,48,5,33,45,52, negative
34,35,48,5,51,49,56, negative
25,51,48,5,37,42,5, negative
61,36,48,5,49,35,44, negative
28,33,48,5,45,22,33, negative
4,46,48,5,42,35,44, negative
0,38,48,5,42,48,55, negative
39,31,48,5,38,34,43, negative
3,44,48,5,49,22,33, negative
26,4,48,5,36,26,37, negative
69,43,48,5,59,74,77, negative
79,36,48,5,46,82,7, negative
67,37,48,5,54,64,68, negative
84,49,48,5,55,78,74, negative
58,6,48,5,59,73,76, negative
81,53,48,5,57,87,88, negative
76,41,48,5,5,59,62, negative
7,53,48,5,7,86,87, negative
81,52,48,5,57,78,8, negative
73,78,48,5,58,51,31, negative
67,7,48,5,46,45,33, negative
67,61,48,5,51,37,38, negative
69,67,48,5,3,39,24, negative
64,66,48,5,41,39,2, negative
64,78,48,5,5,36,38, negative
73,84,48,5,86,58,29, positive
52,81,48,5,72,38,38, positive
71,71,48,5,68,43,36, positive
66,49,1,5,54,56,36, positive
67,55,1,5,66,58,16, positive
