7,4,48,5,54,35,44, negative
21,34,48,5,51,28,39, negative
2,44,48,5,46,51,57, negative
31,23,48,5,73,5,14, negative
3,16,48,5,56,11,23, negative
36,39,48,5,48,22,23, negative
38,46,48,5,48,22,29, negative
61,45,48,5,48,35,41, negative
17,38,48,5,45,42,5, negative
29,3,48,5,45,3,17, negative
52,36,48,5,41,28,38, negative
52,57,48,5,42,47,54, negative
35,48,48,5,56,4,48, negative
26,26,48,5,34,25,35, negative
34,28,48,5,41,35,44, negative
34,55,48,5,58,31,41, negative
36,56,48,5,43,45,53, negative
4,46,48,5,52,49,56, negative
5,49,48,5,49,46,53, negative
52,44,48,5,37,36,42, negative
35,37,48,5,3,34,43, negative
57,54,48,5,37,28,33, negative
33,47,48,5,53,18,29, negative
44,49,48,5,39,38,4, negative
38,3,48,5,43,29,39, negative
24,41,48,5,49,23,34, negative
61,36,48,5,49,35,44, negative
39,31,48,5,38,34,43, negative
3,44,48,5,49,22,33, negative
22,34,48,5,42,29,39, negative
27,42,48,5,37,38,43, negative
75,55,1,1,4,47,3, negative
7,39,1,5,51,82,84, negative
84,49,48,5,55,78,74, negative
81,44,48,5,42,67,68, negative
63,42,48,5,48,77,8, negative
84,54,48,5,75,92,7, negative
74,9,48,5,57,53,29, positive
77,57,48,5,88,53,2, positive
52,81,48,5,72,38,38, positive
64,57,48,5,7,33,26, positive
