42,4,48,56,18,3, negative
42,24,48,57,27,37, negative
22,43,48,48,16,28, negative
31,23,48,73,5,14, negative
29,37,48,48,44,52, negative
25,4,48,47,33,42, negative
34,33,48,38,35,44, negative
24,35,48,31,19,31, negative
36,54,48,41,38,46, negative
4,5,48,45,39,47, negative
51,37,48,35,36,45, negative
52,36,48,41,28,38, negative
36,41,48,48,47,54, negative
36,56,48,43,45,53, negative
5,49,48,49,46,53, negative
57,54,48,37,28,33, negative
65,55,48,34,37,28, negative
51,46,48,58,31,41, negative
32,33,48,6,6,2, negative
34,35,48,51,49,56, negative
38,44,48,43,2,31, negative
23,34,48,43,26,37, negative
17,52,48,49,37,46, negative
27,42,48,37,38,43, negative
6,61,48,49,92,37, negative
63,47,48,51,82,84, negative
46,61,48,48,86,87, negative
84,44,48,48,71,74, negative
5,66,48,31,92,92, negative
72,46,48,51,66,7, negative
33,56,48,33,78,8, negative
74,44,48,55,88,89, negative
33,45,48,45,88,89, negative
71,4,48,71,7,74, negative
66,53,48,59,66,66, negative
34,51,48,67,9,9, negative
89,55,48,51,72,76, negative
12,43,48,63,7,74, negative
48,49,48,52,77,71, negative
11,5,48,58,72,68, negative
31,36,48,58,94,94, negative
52,54,48,62,76,79, negative
1,49,48,41,67,21, negative
61,47,48,0,8,32, negative
67,84,48,74,54,37, positive
65,51,48,66,54,33, positive
52,81,48,72,38,38, positive
6,76,1,77,59,52, positive
