49,29,48,56,24,35, negative
7,4,48,54,35,44, negative
56,4,48,49,37,46, negative
59,49,48,52,45,36, negative
23,32,48,55,25,35, negative
67,39,48,36,38,46, negative
29,28,48,44,23,34, negative
21,34,48,51,28,39, negative
2,44,48,46,51,57, negative
25,48,48,44,17,29, negative
39,32,48,46,24,35, negative
51,5,48,46,32,35, negative
25,4,48,46,44,52, negative
34,45,48,38,24,35, negative
44,27,48,55,52,58, negative
23,4,48,39,28,38, negative
41,57,48,39,21,32, negative
4,45,48,38,22,0, negative
51,54,48,41,34,43, negative
3,16,48,56,11,23, negative
36,39,48,48,22,23, negative
21,51,48,5,32,41, negative
43,37,48,53,35,44, negative
43,39,48,47,31,41, negative
53,38,48,44,26,36, negative
56,51,48,34,37,46, negative
4,29,48,42,35,44, negative
29,52,48,42,29,39, negative
65,47,48,59,3,4, negative
32,42,48,35,28,38, negative
38,46,48,48,22,29, negative
33,45,48,52,32,41, negative
3,37,48,59,41,49, negative
28,38,48,5,33,42, negative
61,45,48,48,35,41, negative
17,38,48,45,42,5, negative
44,35,48,55,55,61, negative
43,4,48,39,28,39, negative
42,35,48,58,15,27, negative
23,33,48,43,33,43, negative
37,52,48,42,42,36, negative
29,3,48,45,3,17, negative
22,36,48,35,39,47, negative
23,58,48,37,53,59, negative
47,47,48,22,16,26, negative
54,47,48,28,33,42, negative
4,35,48,45,33,42, negative
44,34,48,3,33,43, negative
42,38,48,54,34,43, negative
44,56,48,5,46,54, negative
18,3,48,46,24,35, negative
47,29,48,51,33,43, negative
24,43,48,54,52,59, negative
25,37,48,41,33,42, negative
52,57,48,42,47,54, negative
25,37,48,43,26,36, negative
35,48,48,56,4,48, negative
26,26,48,34,25,35, negative
44,51,48,47,26,36, negative
37,5,48,42,36,45, negative
44,42,48,42,25,2, negative
24,43,48,37,28,38, negative
42,3,48,48,26,36, negative
48,42,48,45,25,35, negative
41,48,48,51,44,51, negative
44,28,48,43,27,37, negative
29,41,48,48,38,46, negative
34,28,48,41,35,44, negative
41,43,48,45,31,41, negative
29,47,48,41,23,34, negative
34,55,48,58,31,41, negative
4,46,48,52,49,56, negative
52,44,48,37,36,42, negative
5,51,48,27,23,34, negative
53,42,48,16,29,39, negative
34,46,48,52,35,44, negative
4,42,48,37,27,27, negative
41,43,48,5,24,25, negative
3,45,48,36,21,32, negative
31,47,48,29,28,39, negative
64,76,48,45,35,38, negative
35,37,48,3,34,43, negative
38,4,48,63,25,35, negative
24,57,48,63,34,43, negative
38,26,48,54,16,28, negative
33,47,48,53,18,29, negative
24,34,48,38,3,4, negative
26,5,48,44,32,41, negative
44,49,48,39,38,4, negative
43,32,48,33,45,52, negative
49,43,48,49,3,4, negative
47,28,48,56,2,25, negative
35,34,48,46,3,27, negative
38,3,48,43,29,39, negative
41,51,48,58,2,31, negative
34,42,48,41,34,43, negative
51,49,48,53,14,26, negative
25,51,48,37,42,5, negative
29,28,48,5,42,5, negative
25,26,48,39,32,42, negative
24,41,48,49,23,34, negative
17,39,48,53,3,39, negative
4,31,48,41,29,39, negative
61,36,48,49,35,44, negative
34,51,48,44,37,46, negative
28,33,48,45,22,33, negative
4,46,48,42,35,44, negative
37,44,48,42,39,47, negative
0,38,48,42,48,55, negative
39,31,48,38,34,43, negative
3,44,48,49,22,33, negative
27,3,48,71,28,39, negative
36,42,48,53,32,41, negative
3,37,48,43,18,3, negative
26,4,48,36,26,37, negative
4,41,48,55,22,33, negative
22,34,48,42,29,39, negative
44,35,48,44,52,59, negative
16,43,48,54,27,37, negative
44,52,48,43,47,54, negative
23,48,48,59,88,89, negative
34,49,48,58,85,8, negative
43,4,48,58,75,78, negative
27,35,48,51,77,79, negative
52,39,48,65,71,73, negative
29,47,48,71,65,69, negative
55,47,48,57,78,8, negative
12,67,48,74,58,63, negative
4,5,48,65,82,84, negative
73,36,48,53,91,92, negative
48,45,48,6,78,8, negative
54,49,48,4,87,88, negative
48,41,48,51,9,88, negative
47,55,48,58,71,75, negative
64,58,48,48,78,73, negative
54,57,48,56,81,83, negative
47,59,48,52,76,79, negative
63,5,48,59,85,86, negative
49,42,48,53,79,81, negative
31,5,48,57,84,85, negative
45,4,48,61,74,77, negative
5,37,48,66,64,69, negative
6,61,48,54,67,71, negative
83,37,48,61,71,74, negative
63,54,48,65,79,81, negative
7,4,48,56,86,83, negative
6,5,1,54,77,8, negative
16,51,48,33,39,48, negative
74,7,48,66,65,69, negative
2,46,48,57,78,81, negative
7,46,48,56,78,73, negative
61,52,48,54,67,52, negative
33,37,48,46,65,69, negative
63,65,48,66,67,71, negative
41,51,48,53,75,78, negative
34,67,48,52,76,79, negative
58,34,48,56,87,81, negative
59,56,48,55,8,82, negative
51,4,48,57,62,67, negative
5,57,48,71,61,66, negative
6,46,48,45,81,83, negative
37,47,48,39,76,79, negative
58,55,48,57,7,74, negative
36,47,48,51,69,72, negative
39,41,48,52,72,75, negative
35,51,48,61,71,74, negative
31,44,48,5,79,82, negative
61,66,48,46,87,88, negative
68,51,48,71,75,78, negative
69,39,48,57,76,79, negative
46,59,48,36,76,23, negative
36,45,48,38,79,17, negative
0,51,48,35,67,44, negative
3,51,48,42,61,34, negative
63,75,48,64,73,66, negative
71,52,48,64,1,99, negative
78,68,48,83,4,29, positive
63,69,48,65,41,28, positive
67,88,48,73,5,25, positive
61,75,48,51,33,33, positive
74,9,48,57,53,29, positive
73,84,48,86,58,29, positive
75,76,48,83,57,3, positive
77,57,48,88,53,2, positive
74,78,48,75,54,15, positive
68,76,48,84,45,27, positive
56,68,48,77,36,45, positive
64,57,48,7,33,26, positive
69,59,48,77,39,21, positive
63,49,48,79,45,28, positive
71,71,48,68,43,36, positive
68,63,48,73,4,3, positive
