59,49,48,52,45,36, negative
22,43,48,48,16,28, negative
36,39,48,48,22,23, negative
21,51,48,5,32,41, negative
43,39,48,47,31,41, negative
34,33,48,38,35,44, negative
56,51,48,34,37,46, negative
24,35,48,31,19,31, negative
29,52,48,42,29,39, negative
33,45,48,52,32,41, negative
4,5,48,45,39,47, negative
28,38,48,5,33,42, negative
17,38,48,45,42,5, negative
29,3,48,45,3,17, negative
51,37,48,35,36,45, negative
44,34,48,3,33,43, negative
24,43,48,37,28,38, negative
41,43,48,45,31,41, negative
4,46,48,52,49,56, negative
5,49,48,49,46,53, negative
5,51,48,27,23,34, negative
64,76,48,45,35,38, negative
57,54,48,37,28,33, negative
24,57,48,63,34,43, negative
44,49,48,39,38,4, negative
25,51,48,37,42,5, negative
4,31,48,41,29,39, negative
34,51,48,44,37,46, negative
3,44,48,49,22,33, negative
79,41,48,66,81,83, negative
83,48,48,65,76,79, negative
78,33,48,57,77,79, negative
75,37,48,64,7,74, negative
59,29,48,64,75,77, negative
81,53,48,57,87,88, negative
87,49,48,61,76,79, negative
64,45,48,67,61,66, negative
63,69,48,65,41,28, positive
67,84,48,74,54,37, positive
68,76,48,84,45,27, positive
52,81,48,72,38,38, positive
