49,29,48,5,56,24,35, negative
56,4,48,5,49,37,46, negative
42,4,48,5,56,18,3, negative
22,43,48,5,48,16,28, negative
34,45,48,5,38,24,35, negative
44,27,48,5,55,52,58, negative
29,52,48,5,42,29,39, negative
65,47,48,5,59,3,4, negative
4,5,48,5,45,39,47, negative
29,3,48,5,45,3,17, negative
23,58,48,5,37,53,59, negative
54,47,48,5,28,33,42, negative
51,37,48,5,35,36,45, negative
4,35,48,5,45,33,42, negative
44,56,48,5,5,46,54, negative
44,51,48,5,47,26,36, negative
44,28,48,5,43,27,37, negative
29,41,48,5,48,38,46, negative
41,43,48,5,45,31,41, negative
29,47,48,5,41,23,34, negative
34,46,48,5,52,35,44, negative
41,43,48,5,5,24,25, negative
3,45,48,5,36,21,32, negative
31,47,48,5,29,28,39, negative
38,4,48,5,63,25,35, negative
32,33,48,5,6,6,2, negative
34,35,48,5,51,49,56, negative
38,3,48,5,43,29,39, negative
38,44,48,5,43,2,31, negative
25,51,48,5,37,42,5, negative
17,39,48,5,53,3,39, negative
27,42,48,5,37,38,43, negative
16,43,48,5,54,27,37, negative
55,47,48,5,57,78,8, negative
54,57,48,5,56,81,83, negative
74,7,48,5,66,65,69, negative
7,46,48,5,56,78,73, negative
41,51,48,5,53,75,78, negative
34,67,48,5,52,76,79, negative
39,41,48,5,52,72,75, negative
46,59,48,5,36,76,23, negative
36,45,48,5,38,79,17, negative
0,51,48,5,35,67,44, negative
63,75,48,5,64,73,66, negative
75,55,1,1,4,47,3, positive
67,88,48,5,73,5,25, positive
67,84,48,5,74,54,37, positive
74,78,48,5,75,54,15, positive
56,68,48,5,77,36,45, positive
