29,28,48,44,23,34, negative
25,48,48,44,17,29, negative
39,32,48,46,24,35, negative
51,5,48,46,32,35, negative
41,57,48,39,21,32, negative
43,39,48,47,31,41, negative
4,5,48,45,39,47, negative
47,47,48,22,16,26, negative
44,56,48,5,46,54, negative
25,37,48,41,33,42, negative
52,57,48,42,47,54, negative
44,51,48,47,26,36, negative
24,43,48,37,28,38, negative
29,47,48,41,23,34, negative
34,55,48,58,31,41, negative
5,49,48,49,46,53, negative
5,51,48,27,23,34, negative
64,76,48,45,35,38, negative
57,54,48,37,28,33, negative
26,5,48,44,32,41, negative
44,49,48,39,38,4, negative
35,34,48,46,3,27, negative
61,36,48,49,35,44, negative
34,51,48,44,37,46, negative
4,46,48,42,35,44, negative
37,44,48,42,39,47, negative
26,4,48,36,26,37, negative
63,47,48,51,82,84, negative
43,4,48,58,75,78, negative
46,61,48,48,86,87, negative
4,5,48,65,82,84, negative
48,41,48,51,9,88, negative
5,66,48,31,92,92, negative
54,57,48,56,81,83, negative
33,45,48,45,88,89, negative
5,37,48,66,64,69, negative
6,61,48,54,67,71, negative
6,5,1,54,77,8, negative
61,52,48,54,67,52, negative
59,56,48,55,8,82, negative
37,47,48,39,76,79, negative
31,44,48,5,79,82, negative
0,51,48,35,67,44, negative
63,75,48,64,73,66, negative
59,29,48,64,75,77, negative
62,42,48,58,79,81, negative
81,53,48,57,87,88, negative
87,49,48,61,76,79, negative
7,53,48,7,86,87, negative
64,45,48,67,61,66, negative
84,54,48,75,92,7, negative
79,54,48,5,66,68, negative
74,49,48,42,54,36, negative
67,7,48,46,45,33, negative
63,1,48,35,51,49, negative
63,65,48,39,44,35, negative
69,67,48,3,39,24, negative
64,78,48,5,36,38, negative
76,73,48,44,39,39, negative
62,83,48,46,36,4, negative
61,6,48,44,39,38, negative
59,61,48,42,42,37, negative
74,9,48,57,53,29, positive
75,76,48,83,57,3, positive
65,51,48,66,54,33, positive
71,71,48,68,43,36, positive
71,46,1,52,59,3, positive
